Chemical Name,Measure Names,Measure Values
Gluten Free/Wheat Free Mixes,Quantity,37727785.00
Gluten Free/Wheat Free Meals,Quantity,35.00
Gluten Free/Wheat Free Grains/Flours,Quantity,11512816.00
Gluten Free/Wheat Free Cooking Aids,Quantity,50852.00
Gluten Free/Wheat Free Cereals,Quantity,117308956.00
Gluten Free/Wheat Free Cakes/Pastries,Quantity,13280.00
Gluten Free/Wheat Free Bread,Quantity,139458829.00
Gluten Free/Wheat Free Biscuits,Quantity,45702708.00
Gluten Free/Low Protein Pasta,Quantity,3388100.00
Gluten Free/Low Protein Mixes,Quantity,1054443.00
Gluten Free/Low Protein Meals,Quantity,378160.00
Gluten Free/Low Protein Grains/Flours,Quantity,862134.00
Gluten Free/Low Protein Cooking Aids,Quantity,327118.00
Gluten Free/Low Protein Cereals,Quantity,796095.00
Gluten Free/Low Protein Bread,Quantity,9467015.00
Gluten Free/Low Protein Biscuits,Quantity,1204175.00
Gluten Free Pasta,Quantity,12243020.00
Gluten Free Mixes,Quantity,271188951.00
Gluten Free Grains/Flours,Quantity,11326000.00
Gluten Free Cakes/Pastries,Quantity,4200.00
Gluten Free Bread,Quantity,1557311970.00
Gluten Free Biscuits,Quantity,16646401.00
Glutaraldehyde,Quantity,45840.00
Glucose/Glycerol,Quantity,270.00
Glucose Blood Testing Reagents,Quantity,649983755.00
Glucose,Quantity,29547055.00
Glucosamine Sulf (Rheumatic),Quantity,76841.00
Glucosamine Hydrochloride (Rheumatic),Quantity,361096.00
Glucagon,Quantity,86498.00
Glipizide,Quantity,9729875.00
Glimepiride,Quantity,27414313.00
Gliclazide,Quantity,513890095.00
Glibenclamide,Quantity,3979303.00
Glatiramer Acetate,Quantity,141.00
Gentian,Quantity,4305.00
Gentamicin Sulfate,Quantity,559799.00
Gemfibrozil,Quantity,879843.00
Gefitinib,Quantity,1.00
Gauzes & Gauze Tissue,Quantity,11865538.00
Ganirelix,Quantity,27.00
Ganciclovir,Quantity,69245.00
Gamolenic Acid,Quantity,3207438.00
Galantamine,Quantity,5480586.00
Gabapentin (Neuropathic Pain),Quantity,900.00
Gabapentin,Quantity,605930790.00
G/F /W/F /L/P Cooking Aids,Quantity,13150.00
Fusidic Acid,Quantity,24342105.00
Furosemide/Potassium,Quantity,16500.00
Furosemide,Quantity,404695178.00
Fulvestrant,Quantity,1101.00
Fuller's Earth,Quantity,8715.00
Fructose,Quantity,20500.00
Frovatriptan,Quantity,498673.00
Freeze Sprays & Gels,Quantity,2632577.00
Framycetin Sulfate,Quantity,21.00
Fosinopril Sodium,Quantity,927225.00
Fosfomycin Trometamol,Quantity,6393.00
Fosfomycin Calcium,Quantity,4124.00
Fosamprenavir Calcium,Quantity,8.00
Formoterol Fumarate,Quantity,891638.00
Formaldehyde,Quantity,143310.00
Fondaparinux Sodium,Quantity,29782.00
Follitropin Beta,Quantity,1.00
Follitropin Alfa & Lutropin Alfa,Quantity,2.00
Follitropin Alfa,Quantity,1029.00
Folic Acid,Quantity,168635273.00
Foam,Quantity,59.00
Fluvoxamine Maleate,Quantity,1328140.00
Fluvastatin Sodium,Quantity,4636540.00
Fluticasone Propionate (Top),Quantity,505335.00
Fluticasone Propionate (Nsl),Quantity,8349769.00
Fluticasone Propionate (Inh),Quantity,9919735.00
Fluticasone Prop/Azelastine HCl (Nsl),Quantity,90591.00
Fluticasone Furoate,Quantity,1260737.00
Flutamide,Quantity,75365.00
Flurbiprofen Sodium,Quantity,238.00
Flurbiprofen,Quantity,343886.00
Flurazepam Hydrochloride,Quantity,30.00
Fluphenazine Hydrochloride,Quantity,6938.00
Fluphenazine Decanoate,Quantity,60392.00
Flupentixol Hydrochloride,Quantity,8204629.00
Flupentixol Decanoate,Quantity,178568.00
Fluoxetine Hydrochloride,Quantity,293293361.00
Fluorouracil (Sunscreen),Quantity,4400105.00
Fluorouracil (Antimetabolites),Quantity,9.00
Fluorometholone,Quantity,600980.00
Fluorescein Sodium,Quantity,4338.00
Fluocortolone,Quantity,436249.00
Fluocinonide,Quantity,1623750.00
Fluocinolone Acetonide,Quantity,8992880.00
Flunisolide,Quantity,58.00
Flunarizine Hydrochloride,Quantity,51206.00
Flumetasone Pivalate,Quantity,1486603.00
Flumazenil,Quantity,1.00
Fludroxycortide,Quantity,1490370.00
Fludrocortisone Acetate,Quantity,14518493.00
Fluconazole,Quantity,5109411.00
Flucloxacillin Sodium,Quantity,177557525.00
Flucloxacillin Magnesium,Quantity,17300.00
Flubiprofen,Quantity,166729.00
Flecainide Acetate,Quantity,30660997.00
Flavoxate Hydrochloride,Quantity,1764973.00
Flanges,Quantity,2102.00
Fingolimod,Quantity,326.00
Finasteride,Quantity,89879578.00
Filters/Bridges,Quantity,338501.00
Filgrastim,Quantity,1952.00
Fidaxomicin,Quantity,2735.00
Fexofenadine Hydrochloride,Quantity,83875626.00
Fesoterodine Fumarate,Quantity,7701232.00
Ferrous Sulfate,Quantity,181271142.00
Ferrous Gluconate,Quantity,18430997.00
Ferrous Fumarate,Quantity,260433119.00
Ferrous Calcium Citrate,Quantity,120.00
Fenticonazole Nitrate,Quantity,11058.00
Fentanyl Citrate,Quantity,5760.00
Fentanyl,Quantity,11916062.00
Fenoterol Hydrobromide,Quantity,38.00
Fenoprofen,Quantity,5597.00
Fenofibrate,Quantity,19847954.00
Felodipine,Quantity,136208222.00
Felbinac,Quantity,5499312.00
Felbamate,Quantity,12769.00
Febuxostat,Quantity,3302953.00
Fampridine,Quantity,350.00
Famotidine,Quantity,450616.00
Famciclovir,Quantity,306998.00
Faecal Collectors,Quantity,30183.00
Ezetimibe,Quantity,54710494.00
Eye Products,Quantity,20570306.00
Exenatide,Quantity,602367.00
Exemestane,Quantity,3934149.00
Everolimus,Quantity,86.00
Etynodiol Diacetate,Quantity,11438.00
Etravirine,Quantity,120.00
Etoricoxib,Quantity,11558122.00
Etonogestrel/Ethinylestradiol,Quantity,79617.00
Etonogestrel,Quantity,152802.00
Etomidate,Quantity,10.00
Etodolac,Quantity,4788964.00
Etilefrine Hydrochloride,Quantity,1000.00
Etidronate Disodium,Quantity,1786.00
Ethosuximide,Quantity,7769651.00
Ethinylestradiol,Quantity,530868.00
Ethambutol Hydrochloride,Quantity,466536.00
Etanercept,Quantity,5552.00
Etamsylate,Quantity,54670.00
Estriol,Quantity,25357826.00
Estramustine Phosphate,Quantity,1200.00
Estradiol with Progestogen,Quantity,52689252.00
Estradiol Valerate,Quantity,11097681.00
Estradiol Val&Estradiol Val + Dienogest,Quantity,966864.00
Estradiol  Estriol and Estrone,Quantity,374783.00
Estradiol and Estriol with Progestogen,Quantity,454253.00
Estradiol & Nomegestrol,Quantity,294640.00
Estradiol,Quantity,48250546.00
Esomeprazole,Quantity,58681606.00
Eslicarbazepine Acetate,Quantity,235788.00
Escitalopram,Quantity,28873898.00
Erythromycin Stearate,Quantity,2436539.00
Erythromycin Lactobionate,Quantity,970.00
Erythromycin Ethylsuccinate,Quantity,68508348.00
Erythromycin,Quantity,68480306.00
Ertapenem Sodium,Quantity,3427.00
Erlotinib,Quantity,36.00
Ergotamine Tartrate,Quantity,32061.00
Ergocalciferol,Quantity,9091380.00
Erdosteine,Quantity,426452.00
Eprosartan,Quantity,3762565.00
EpoprostenolSodium,Quantity,4.00
Epoetin Zeta,Quantity,87.00
Epoetin Beta,Quantity,14051.00
Epoetin Alfa,Quantity,8548.00
Eplerenone,Quantity,12362776.00
Epinastine Hydrochloride,Quantity,12200.00
Ephedrine Hydrochloride,Quantity,486270.00
Enzalutamide,Quantity,5471.00
Enteral Nutrition,Quantity,18731074377.00
Entecavir,Quantity,44929.00
Entacapone,Quantity,4445214.00
Enoximone,Quantity,270.00
Enoxaparin,Quantity,3888708.00
Enalapril Maleate with Diuretic,Quantity,1024407.00
Enalapril Maleate,Quantity,86512649.00
Emulsifying Wax,Quantity,96942973.00
Emtricitabine & Tenofovir Disoproxil,Quantity,2080.00
Emtricitabine,Quantity,120.00
Empagliflozin/Metformin,Quantity,8568.00
Empagliflozin,Quantity,696780.00
Emollients,Quantity,1867076792.00
Emollient Bath & Shower Preparations,Quantity,881259531.00
Emedastine,Quantity,39640.00
Eltrombopag,Quantity,1512.00
Eletriptan,Quantity,144318.00
Elastic Hosiery,Quantity,1832277.00
Eflornithine Monohydrate Chloride,Quantity,2670840.00
Efavirenz,Quantity,147.00
Edoxaban,Quantity,4934.00
Econazole Nitrate,Quantity,244506.00
Dydrogesterone,Quantity,2344.00
Dutasteride,Quantity,10475501.00
Duloxetine Hydrochloride,Quantity,56770849.00
Dulaglutide,Quantity,14645.00
Dry Mouth Products,Quantity,23739507.00
Dronedarone Hydrochloride,Quantity,1596566.00
Dried Factor VIII Fraction,Quantity,2.00
Drainable Dribbling Appliances,Quantity,80.00
Doxycycline Monohydrate,Quantity,690930.00
Doxycycline Hyclate,Quantity,38297176.00
Doxorubicin Hydrochloride,Quantity,2.00
Doxepin Hydrochloride,Quantity,181530.00
Doxepin,Quantity,1977684.00
Doxazosin Mesilate,Quantity,292613061.00
Douches,Quantity,35.00
Dosulepin Hydrochloride,Quantity,55865615.00
Dorzolamide & Timolol,Quantity,11156210.00
Dorzolamide,Quantity,4116255.00
Dornase Alfa,Quantity,531562.00
Donepezil Hydrochloride,Quantity,37675315.00
Domperidone,Quantity,85037841.00
Dolutegravir,Quantity,147.00
Docusate Sodium,Quantity,118873750.00
Dithranol,Quantity,829300.00
Disulfiram,Quantity,1204247.00
Distigmine Bromide,Quantity,9963.00
Disopyramide Phosphate,Quantity,416133.00
Disopyramide,Quantity,1677954.00
Disodium Edetate,Quantity,180.00
Discharge Solidifying Agents,Quantity,3802908.00
Dipyridamole & Aspirin,Quantity,8059982.00
Dipyridamole,Quantity,48612806.00
Dipivefrine Hydrochloride,Quantity,165.00
Dipipanone Hydrochloride,Quantity,680808.00
Diphtheria,Quantity,497100.00
Diphenhydramine Hydrochloride,Quantity,939973.00
Diphenhydramine HCl/Pholcodine,Quantity,150.00
Dimeticone (Parasiticidal),Quantity,5476644.00
Dimeticone (Barrier),Quantity,100640139.00
Dimethyl Sulfoxide,Quantity,250.00
Dimethyl Fumar,Quantity,87.00
Dimenhydrinate/Cinnarizine,Quantity,551973.00
Diltiazem Hydrochloride,Quantity,132899080.00
Diloxanide Furoate,Quantity,375.00
Dihydrotachysterol,Quantity,8700.00
Dihydrocodeine Tartrate,Quantity,162866371.00
Digoxin,Quantity,91213704.00
Digitoxin,Quantity,546.00
Diflunisal,Quantity,1.00
Diflucortolone Valerate,Quantity,749805.00
Diethylstilbestrol,Quantity,692533.00
Diethylamine Salicylate,Quantity,57068150.00
Dicycloverine Hydrochloride,Quantity,9786198.00
Dicycloverine HCl Compound Preparations,Quantity,20852025.00
Diclofenac Sodium,Quantity,269867181.00
Diclofenac Potassium,Quantity,1415174.00
Dichlorobenzyl Alcohol,Quantity,1950.00
Dibrompropamidine Isetionate,Quantity,19260.00
Dibasic Potassium Phosphate,Quantity,20.00
Diazoxide,Quantity,321088.00
Diazepam,Quantity,164643028.00
Diamorphine Hydrochloride (Systemic),Quantity,1494841.00
Diamorphine Hydrochloride,Quantity,800.00
Dextromoramide Tartrate,Quantity,2882.00
Dextromethorphan Hydrobromide,Quantity,177354.00
Dextromethorphan Hydrobrom Comp Prep's,Quantity,45100.00
Dexpanthenol,Quantity,2169260.00
Dexketoprofen,Quantity,132291.00
Dexibuprofen,Quantity,141323.00
Dexamfetamine Sulfate,Quantity,4884437.00
Dexamethasone Sodium Phosphate,Quantity,16912.00
Dexamethasone Sodium Metasulphobenzoate,Quantity,3676960.00
Dexamethasone Phosphate,Quantity,77526.00
Dexamethasone Isonicotinate,Quantity,3.00
Dexamethasone,Quantity,17330822.00
Dev For Adjunctive Tt Of Hypertension,Quantity,8.00
Desoximetasone,Quantity,300.00
Desogestrel,Quantity,269385696.00
Desmopressin Acetate,Quantity,12757490.00
Desloratadine,Quantity,12272132.00
Desferrioxamine Mesilate,Quantity,4549.00
Dequalinium Chloride,Quantity,69833.00
Depigmenting Agents,Quantity,32267.00
Deodorants,Quantity,3301767.00
Denosumab,Quantity,30323.00
Demeclocycline Hydrochloride,Quantity,170169.00
Degarelix,Quantity,11306.00
Deflazacort,Quantity,316975.00
Deferiprone,Quantity,50581.00
Deferasirox,Quantity,37459.00
Dasatinib,Quantity,1714.00
Darunavir,Quantity,2019.00
Darifenacin Hydrobromide,Quantity,1934242.00
Darbepoetin Alfa,Quantity,42143.00
Daptomycin,Quantity,933.00
Dapsone,Quantity,1146439.00
Dapoxetine Hydrochloride,Quantity,27587.00
Dapagliflozin/Metformin,Quantity,476302.00
Dapagliflozin,Quantity,15479891.00
Dantrolene Sodium,Quantity,4762692.00
Danazol,Quantity,333032.00
Danaparoid Sodium,Quantity,549.00
Dalteparin Sodium,Quantity,2606188.00
Daclatasvir,Quantity,1.00
Dabigatran Etexilate,Quantity,20829411.00
Cyproterone Acetate,Quantity,1884030.00
Cyproheptadine Hydrochloride,Quantity,154979.00
Cycloserine,Quantity,598.00
Cyclophosphamide,Quantity,36173.00
Cyclopentolate Hydrochloride,Quantity,230444.00
Cyclopenthiazide,Quantity,3707.00
Cycloidal Vibration Accessories,Quantity,19802.00
Cyclizine Lactate,Quantity,871885.00
Cyclizine Hydrochloride,Quantity,45062545.00
Cyanocobalamin,Quantity,32722848.00
Crotamiton,Quantity,14393146.00
Cortisone Acetate,Quantity,12166.00
Corticosteroids,Quantity,6.00
Contraceptive Devices,Quantity,40170.00
Compound Antispasmodic Preparations,Quantity,16890.00
Compound Alginates&Prop Indigestion Prep,Quantity,533564.00
Combined Mestranol,Quantity,167444.00
Combined Ethinylestradiol 35mcg,Quantity,48925294.00
Combined Ethinylestradiol 30mcg,Quantity,338178720.00
Combined Ethinylestradiol 20mcg,Quantity,32750793.00
Colostomy Sets,Quantity,34.00
Colostomy Bags,Quantity,26242506.00
Colistin Sulfate,Quantity,3333.00
Colistimethate Sodium,Quantity,2437055.00
Colestyramine,Quantity,7743233.00
Colestipol Hydrochloride,Quantity,605332.00
Colestilan,Quantity,1114.00
Colesevelam Hydrochloride,Quantity,6737148.00
Colecalciferol,Quantity,1072198510.00
Colchicine,Quantity,16894517.00
Codeine Phosphate,Quantity,426454014.00
Cod Liver Oil,Quantity,1727322.00
Cocois,Quantity,10444820.00
Cocaine Hydrochloride,Quantity,8.00
Cocaine,Quantity,52351.00
Coal Tar Bath Preparations,Quantity,288500.00
Coal Tar & Corticosteroid Preparations,Quantity,27700.00
Coal Tar,Quantity,196221860.00
Co-Zidocapt (Hydchloroth/Captopril),Quantity,420868.00
Co-Trimoxazole(Trimethoprim/Sulfamethox,Quantity,6126213.00
Co-Triamterzide(Triamterene/Hydchloroth),Quantity,16101.00
Co-Tenidone (Atenolol/Chlortalidone),Quantity,9810055.00
Co-Simalcite (Simeticone/Hydrotalcite),Quantity,785670.00
Co-Proxamol (Dextroprop HCl/Paracet),Quantity,11617159.00
Co-Phenotrope (Diphenox HCl/Atrop Sulph),Quantity,785324.00
Co-Magaldrox(Magnesium/Aluminium Hydrox),Quantity,54571047.00
Co-Flumactone (Hydroflumeth/Spironol),Quantity,68863.00
Co-Fluampicil(Flucloxacillin/Ampicillin),Quantity,1192446.00
Co-Dydramol (Dihydrocodeine/Paracet),Quantity,284100103.00
Co-Danthrusate (Dantron/Docusate Sod),Quantity,1026724.00
Co-Danthramer (Dantron/Poloxamer 188),Quantity,2864740.00
Co-Cyprindiol (Cyprote Acet/Ethinlestr),Quantity,14003966.00
Co-Codaprin (Codeine Phos/Aspirin),Quantity,50239.00
Co-Codamol (Codeine Phos/Paracetamol),Quantity,1764089126.00
Co-Careldopa (Carbidopa/Levodopa),Quantity,95501238.00
Co-Beneldopa (Benserazide/Levodopa),Quantity,75677356.00
Co-Amoxiclav (Amoxicillin/Clavul Acid),Quantity,70318242.00
Co-Amilozide (Amiloride HCl/Hydchloroth),Quantity,7057794.00
Co-Amilofruse (Amiloride HCl/Frusemide),Quantity,18573361.00
Clozapine,Quantity,235562.00
Clotrimazole,Quantity,36675461.00
Cloral Betaine,Quantity,290425.00
Clopidogrel,Quantity,224944040.00
Clonidine Hydrochloride,Quantity,53599837.00
Clonazepam,Quantity,41404079.00
Clomipramine Hydrochloride,Quantity,18550353.00
Clomifene Citrate,Quantity,188566.00
Clomethiazole Edisilate,Quantity,93680.00
Clomethiazole,Quantity,1273517.00
Clofazimine,Quantity,1562.00
Clobetasone Butyrate,Quantity,58228855.00
Clobetasol Propionate,Quantity,54274003.00
Clobazam,Quantity,18604169.00
Clindamycin/Tretinoin,Quantity,431100.00
Clindamycin Phosphate,Quantity,8299155.00
Clindamycin Hydrochloride,Quantity,4227350.00
Clemastine Fumarate,Quantity,398613.00
Clarithromycin,Quantity,55720034.00
Citalopram Hydrochloride,Quantity,1387590.00
Citalopram Hydrobromide,Quantity,463430589.00
Cisatracurium,Quantity,2.00
Ciprofloxacin/Dexameth,Quantity,1165.00
Ciprofloxacin,Quantity,15083062.00
Ciprofibrate,Quantity,1504689.00
Cinnarizine,Quantity,32621151.00
Cinchocaine Hydrochloride,Quantity,1020.00
Cinacalcet Hydrochloride,Quantity,1228303.00
Cimetidine,Quantity,5334728.00
Cilostazol,Quantity,1886572.00
Cilazapril,Quantity,123290.00
Ciclosporin,Quantity,7552584.00
Ciclesonide,Quantity,48159.00
Chorionic Gonadotrophin Alfa,Quantity,786.00
Chorionic Gonadotrophin,Quantity,11464.00
Choline Salicylate,Quantity,706845.00
Cholesterol,Quantity,336.00
Cholera,Quantity,13338.00
Chlortalidone,Quantity,268488.00
Chlorprothixene,Quantity,47.00
Chlorpropamide,Quantity,3040.00
Chlorpromazine Hydrochloride,Quantity,18156242.00
Chlorphenamine Maleate,Quantity,135338569.00
Chloroxylenol,Quantity,364825.00
Chlorothiazide,Quantity,356651.00
Chloroquine Sulfate,Quantity,2023.00
Chloroquine Phosphate with Proguanil HCl,Quantity,21168.00
Chloroquine Phosphate,Quantity,70978.00
Chloroprocaine Hydrochloride,Quantity,30.00
Chlorhexidine Gluconate,Quantity,215032386.00
Chlorhexidine Acetate,Quantity,104522.00
Chlorhex HCl,Quantity,3750.00
Chlordiazepoxide Hydrochloride,Quantity,3967710.00
Chloramphenicol,Quantity,14855237.00
Chlorambucil,Quantity,3898.00
Chloral Hydrate,Quantity,3640679.00
Chlohexidine Gluconate (Emollient),Quantity,3516750.00
Chiropody Appliances,Quantity,79643.00
Chenodeoxycholic Acid,Quantity,1520.00
Charcoal,Quantity,394083.00
Cetylpyridinium Chloride,Quantity,31538.00
Cetrorelix,Quantity,235.00
Cetrimide,Quantity,5244148.00
Cetomacrogol,Quantity,68126950.00
Cetirizine Hydrochloride,Quantity,302172961.00
Cervical Collar,Quantity,1233.00
Certolizumab Pegol,Quantity,524.00
Cellulose Wadding BP 1988,Quantity,13500.00
Celiprolol Hydrochloride,Quantity,2612174.00
Celecoxib,Quantity,15077848.00
Cefuroxime Sodium,Quantity,3636.00
Cefuroxime Axetil,Quantity,273054.00
Ceftriaxone Sodium,Quantity,14683.00
Ceftazidime Pentahydrate,Quantity,3247.00
Cefradine,Quantity,1692599.00
Cefoxitin Sodium,Quantity,16.00
Cefotaxime Sodium,Quantity,304.00
Cefixime,Quantity,87412.00
Cefalexin,Quantity,37433608.00
Cefadroxil,Quantity,189621.00
Cefaclor,Quantity,1147041.00
Catheters,Quantity,3417478.00
Catheter Valves,Quantity,669805.00
Catheter Maintenance Products,Quantity,1575324.00
Castor Oil,Quantity,19800.00
Caspofungin,Quantity,124.00
Carvedilol,Quantity,27479815.00
Carteolol Hydrochloride,Quantity,311990.00
Carmellose Sodium,Quantity,46606413.00
Carglumic Acid,Quantity,5.00
Carbomer 974P,Quantity,262290.00
Carbomer 940/980,Quantity,31710871.00
Carbomer,Quantity,120670.00
Carbocisteine,Quantity,291029221.00
Carbimazole,Quantity,25943355.00
Carbamazepine,Quantity,243382080.00
Captopril,Quantity,8885999.00
Capsaicin,Quantity,13227401.00
Capreomycin,Quantity,1.00
Capecitabine,Quantity,770.00
Cannabis,Quantity,557913.00
Candesartan Cilexetil,Quantity,225742809.00
Canagliflozin/Metformin,Quantity,95909.00
Canagliflozin,Quantity,4307758.00
Camellia Sinensis Extract,Quantity,45.00
Calcium Polystyrene Sulfonate,Quantity,1331203.00
Calcium Lactate,Quantity,326001.00
Calcium Gluconate,Quantity,114189.00
Calcium Carbonate & Simeticone,Quantity,380.00
Calcium Carbonate,Quantity,29291518.00
Calcium Acetate/Magnesium Carbonate,Quantity,786930.00
Calcium Acetate,Quantity,5262191.00
Calcitriol,Quantity,5752371.00
Calcitonin (salmon),Quantity,3771.00
Calcipotriol,Quantity,86803690.00
Calc Folinate,Quantity,100724.00
Calamine,Quantity,22477391.00
Caffeine Citrate,Quantity,4670.00
Caffeine,Quantity,3228.00
Cabergoline,Quantity,889004.00
C1-Esterase Inhibitor,Quantity,810.00
Butobarbital,Quantity,53485.00
Busulfan,Quantity,545.00
Buspirone Hydrochloride,Quantity,8146205.00
Buserelin,Quantity,30372.00
Bupropion Hydrochloride,Quantity,1163758.00
Buprenorphine Hydrochloride,Quantity,15581935.00
Buprenorphine,Quantity,15962217.00
Buprenorph HCl/Naloxone HCl,Quantity,1139891.00
Bupivacaine Hydrochloride,Quantity,31073.00
Bumetanide/Potassium,Quantity,175.00
Bumetanide,Quantity,65074153.00
Budesonide,Quantity,10734593.00
Brompheniramine Maleate,Quantity,1090.00
Bromocriptine,Quantity,949080.00
Bromfenac,Quantity,48385.00
Bromazepam,Quantity,140.00
Brinzolamide/Brimonidine,Quantity,270255.00
Brinzolamide & Timolol,Quantity,1905525.00
Brinzolamide,Quantity,6765616.00
Brimonidine Tartrate,Quantity,2551565.00
Brimonidine Tart (Rosacea),Quantity,295680.00
Bowel Cleansing Solutions,Quantity,78936.00
Botulinum Toxin Type A,Quantity,248.00
Bosentan,Quantity,2058.00
Boric Acid,Quantity,270.00
Boceprevir,Quantity,1680.00
Bleomycin,Quantity,4.00
Bisoprolol Fumarate/Aspirin,Quantity,2460.00
Bisoprolol Fumarate,Quantity,607465430.00
